winery,wine,year,rating,num_review,country,region,price,type,body,acidity
Barbadillo,Eva Cream Sherry,7435,"3,6",264,España,Jerez Cream,"7,26",Vino fortificado,,
Palacio de Bornos,Sauvignon Blanc,2020,"3,9",134,España,Rueda,"7,30",Vino blanco,,
Palacio de Bornos,Sauvignon Blanc,2019,"3,7",155,España,Rueda,"7,30",Vino blanco,,
Clos Pons,Cava Flocs Brut Rosé,6777,"3,8",57,España,Cava,"7,30",Vino espumoso,,
Solar Viejo,Crianza,2017,"3,8",246,España,Rioja,"7,30",Vino tinto,,
Paco & Lola,LoLo Albariño,2021,"3,8",509,España,Rías Baixas,"7,30",Vino blanco,,
Oliveda,La Fura Sauvignon Blanc,2021,"3,8",13,España,Empordà,"7,30",Vino blanco,,
Solar Viejo,Orube Crianza,2018,"3,7",90,España,Rioja,"7,30",Vino tinto,,
Eguren Ugarte,Crianza,2019,"3,7",26,España,Rioja,"7,30",Vino tinto,,
Martí Fabra,L'Oratori Empordà,2020,"3,6",81,España,Empordà,"7,30",Vino tinto,,
Palomo Cojo,Verdejo,2021,"3,9",124,España,Rueda,"7,30",Vino blanco,,
Valdesil,Valderroa Mencia,2019,"3,8",25,España,Valdeorras,"7,30",Vino tinto,,
Ferré I Catasús,La Caperucita Verde Blanco,2018,"3,6",26,España,Rueda,"7,30",Vino blanco,,
Pago del Vicario,Petit Verdot Rosado,2020,"4,0",19,España,Castilla,"7,30",Vino rosado,,
La Quinta,Bilma,2021,"3,8",16,España,Navarra,"7,30",Vino rosado,,
Costers del Sió,Petit Siós Blanc,2019,"3,7",157,España,Costers del Segre,"7,30",Vino blanco,,
Aroa,Le Naturel Red,2021,"3,6",53,España,Navarra,"7,31",Vino tinto,,
Avgvstvs,Rosat,2021,"3,6",22,España,Penedès,"7,31",Vino rosado,,
Cune (CVNE),Roble,2018,"3,6",812,España,Ribera del Duero,"7,34",Vino tinto,,
Marqués de Cáceres,Rioja Crianza,2018,"3,7",2076,España,Rioja,"7,35",Vino tinto,,
Espelt,Mareny,2021,"3,9",40,España,Empordà,"7,35",Vino blanco,,
Borsao Bodegas,Crianza (Selección Crianza),2016,"4,0",445,España,Campo de Borja,"7,37",Vino tinto,,
Viña Real,Rioja Crianza,2018,"3,6",960,España,Rioja,"7,38",Vino tinto,,
Beronia,Rioja Crianza,2019,"3,7",72,España,Rioja,"7,40",Vino tinto,,
Altanza,Sauvignon Blanc,2019,"3,8",50,España,Rioja Alta,"7,40",Vino blanco,,
Pío del Ramo,Chardonnay Barrica,2020,"3,8",14,España,Jumilla,"7,40",Vino blanco,,
Aroa,Jauna Crianza,2018,"3,8",43,España,Navarra,"7,41",Vino tinto,,
Oliveda,Ullones,2021,"3,8",20,España,Empordà,"7,43",Vino rosado,,
Dominio de Tares,Baltos Mencía,2019,"3,8",29,España,Bierzo,"7,44",Vino tinto,,
Vinos del Paseante,La Charla Verdejo,2019,"3,6",197,España,Rueda,"7,45",Vino blanco,,
Vetus,Flor de Vetus Verdejo,2021,"3,8",73,España,Rueda,"7,45",Vino blanco,,
Cherubino Valsangiacomo,Malvasía de SanJaume Edición Limitada,2020,"3,9",103,España,Valencia,"7,45",Vino blanco,,
Alvear,Moscatel,3257,"3,8",399,España,Montilla-Moriles,"7,45",Vino de postre,,
Castillo Perelada,Cava Stars Brut Reserva,2018,"3,6",38,España,Cava,"7,45",Vino espumoso,,
Bodegas Ponce,Las Cañadas Bobal Rosado,2021,"3,7",10,España,Manchuela,"7,45",Vino rosado,,
Oliveda,La Bestia Garnaxta Blanca,2021,"3,8",10,España,Empordà,"7,45",Vino blanco,,
Abadal,Matís,2017,"3,8",282,España,Pla de Bages,"7,45",Vino tinto,,
Bodegas Ponce,Depaula Monastrell,2020,"3,6",86,España,Jumilla,"7,45",Vino tinto,,
Familia Torres,22 Pies Rioja Crianza,2017,"3,8",55,España,Rioja,"7,45",Vino tinto,,
Can Ràfols dels Caus,Petit Caus Blanc,2021,"3,6",25,España,Cataluña,"7,45",Vino blanco,,
Vinos del Paseante,El Pispa Garnatxa,2020,"3,8",119,España,Montsant,"7,45",Vino tinto,,
Viñas del Vero,Pinot Noir Rosado,2021,"3,9",22,España,Somontano,"7,45",Vino rosado,,
Proyecto Garnachas de España,La Garnacha Salvaje del Moncayo,2019,"3,8",436,España,Aragón,"7,45",Vino tinto,,
Pinna Fidelis,Ribera del Duero Roble,2020,"3,8",39,España,Ribera del Duero,"7,48",Vino tinto,,
Castillo Perelada,Empordà Cigonyes Blanco,2021,"3,6",62,España,Empordà,"7,49",Vino blanco,,
Romate,Momo Verdejo,2021,"3,8",19,España,Rueda,"7,49",Vino blanco,,
Alsina & Sarda,Cava Brut Nature Reserva,2018,"3,9",16,España,Cava,"7,50",Vino espumoso,,
Perez Barquero,Vermouth,8863,"3,9",29,España,Montilla-Moriles,"7,50",Vino fortificado,,
Izadi,Larrosa Blanc,2019,"3,7",78,España,Rioja,"7,50",Vino blanco,,
Marqués de la Concordia,Tempranillo Blanco Rioja,2018,"3,6",185,España,Rioja,"7,50",Vino blanco,,
Altos de Tamarón,Crianza Ribera del Duero,2019,"3,7",99,España,Ribera del Duero,"7,50",Vino tinto,,
Finca Bacara,Crazy Grapes Monastrell,2019,"3,8",309,España,Jumilla,"7,50",Vino tinto,,
Jaro,Sembro Vendimia Seleccionada Tempranillo,2021,"3,8",37,España,Ribera del Duero,"7,50",Vino tinto,,
Tábula,Damana 5 Ribera del Duero,2020,"3,8",45,España,Ribera del Duero,"7,50",Vino tinto,,
Raventos d'Alella,Pansa Blanca,2021,"4,0",132,España,Alella,,Vino blanco,,
Viña Zorzal,Garnacha Blanca,2019,"3,6",65,España,Navarra,"7,50",Vino blanco,,
Altos del Enebro,Tomás González Roble,2020,"4,2",97,España,Ribera del Duero,,Vino tinto,,
Conde de Siruela,Roble,2018,"3,8",186,España,Ribera del Duero,"7,50",Vino tinto,,
Wine Side Story,Fulanito Tinto,2020,"3,7",24,España,Ribera del Duero,"7,50",Vino tinto,,
Rioja Vega,Crianza,2018,"3,7",378,España,Rioja,"7,50",Vino tinto,,
Fariña,Lágrima,2019,"3,6",61,España,Toro,"7,50",Vino tinto,,
De Moya,Justina,2017,"3,8",202,España,Valencia,"7,50",Vino tinto,,
Mas Codina,Cava Reserva Brut,2018,"3,8",16,España,Cava,"7,50",Vino espumoso,,
Segura Viudas,Cava Reserva Heredad Rosé,4278,"3,8",376,España,Cava,"7,50",Vino espumoso,,
Abel Mendoza Monge,Jarrarte,2021,"3,7",13,España,Rioja,"7,50",Vino tinto,,
Bodegas Care,Chardonnay,2021,"3,9",38,España,Cariñena,"7,50",Vino blanco,,
Muruve,Crianza,2017,"3,6",11,España,Toro,"7,50",Vino tinto,,
Castillo Perelada,Empordà Cigonyes Blanco,2020,"3,7",90,España,Empordà,"7,50",Vino blanco,,
Empordàlia,Daina Empordà Rosé,2018,"3,7",22,España,Empordà,"7,50",Vino rosado,,
Tábula,Damana 5 Ribera del Duero,2019,"3,8",407,España,Ribera del Duero,"7,50",Vino tinto,,
Loxarel,Amaltea Blanco,2020,"3,6",10,España,Cataluña,"7,50",Vino blanco,,
Castillo de Maetierra,Libalis Blanco,2019,"3,7",354,España,Valles de Sadacia,"7,50",Vino blanco,,
Baron de Ley,Semi Dulce,2021,"3,9",22,España,Rioja,"7,50",Vino de postre,,
Palomo Cojo,Verdejo,2020,"3,8",300,España,Rueda,"7,50",Vino blanco,,
Heraclio Alfaro,Crianza,2017,"3,7",428,España,Rioja,"7,50",Vino tinto,,
Sonsierra,Fermentado en Barrica,2019,"3,9",28,España,Rioja Alta,"7,50",Vino blanco,,
Raimat,Anima de Raimat Tinto,2017,"3,8",641,España,Costers del Segre,"7,50",Vino tinto,,
Bodegas Valdemar,Conde de Valdemar Crianza,2017,"3,8",149,España,Rioja,"7,50",Vino tinto,,
Viñedos Ruiz Jiménez,Osoti Joven Organic,2020,"3,6",79,España,Rioja,"7,50",Vino tinto,,
Muruve,Crianza,2016,"3,7",74,España,Toro,"7,50",Vino tinto,,
Vall de Baldomar,Petit Baldomà Tinto,2019,"3,8",47,España,Costers del Segre,"7,50",Vino tinto,,
Jordi Miró,Garnatxa Blanca,2020,"3,8",41,España,Terra Alta,"7,50",Vino blanco,,
Portales Pérez,Los Caireles,4047,"3,8",137,España,Manzanilla,"7,50",Vino fortificado,,
Garciarevalo,Tresolmos Classic Verdejo,2021,"3,9",38,España,Rueda,"7,50",Vino blanco,,
Alfredo Maestro,Almate,2020,"3,6",63,España,Castilla y León,"7,50",Vino tinto,,
Viña Olabarri,Crianza,2018,"3,6",47,España,Rioja,"7,50",Vino tinto,,
Vall de Baldomar,Petit Baldomà Tinto,2020,"3,8",20,España,Costers del Segre,"7,50",Vino tinto,,
Enate,Cabernet Sauvignon - Merlot,2018,"3,7",1032,España,Somontano,"7,50",Vino tinto,,
Bodegas Vilano,Roble,2019,"3,7",302,España,Ribera del Duero,"7,50",Vino tinto,,
Paco & Lola,Follas Novas Albarino,2020,"3,7",24,España,Rías Baixas,"7,50",Vino blanco,,
Campillo,Fermentado en Barrica Blanco,2019,"4,0",196,España,Rioja,"7,50",Vino blanco,,
Luis Caballero,Pavon Puerto Fino Jerez-Xérès-Sherry,2576,"3,6",111,España,Jerez-Xérès-Sherry,"7,50",Vino fortificado,,
Gonzalez-Byass,Oloroso Dulce Solera 1847,3247,"3,9",74,España,Jerez-Xérès-Sherry,"7,50",Vino fortificado,,
Bodegas Lagunilla,Reserva,2016,"3,8",504,España,Rioja,"7,50",Vino tinto,,
Bodegas Carramimbre,Carramimbre Roble,2021,"3,7",105,España,Ribera del Duero,"7,50",Vino tinto,,
Jordi Miró,Garnatxa Blanca,2019,"3,6",50,España,Terra Alta,"7,50",Vino blanco,,
Estancia Piedra,Verdejo,2020,"3,9",44,España,Rueda,"7,50",Vino blanco,,
La Vinyeta,Heus Negre,2021,"3,6",16,España,Empordà,"7,50",Vino tinto,,
Manuel Formigo,Finca Teira Blanco,2020,"3,8",44,España,Ribeiro,"7,53",Vino blanco,,
Albet i Noya,Curiós Xarel-lo,2021,"3,6",28,España,Penedès,"7,55",Vino blanco,,
Roger Goulart,Cava Reserva Brut,2019,"3,9",234,España,Cava,"7,55",Vino espumoso,,
Bodegas Carramimbre,Carramimbre Roble,2020,"3,7",631,España,Ribera del Duero,"7,55",Vino tinto,,
Juvé & Camps,Penedès Blanc Flor Ermita d'Espiells,2021,"3,6",72,España,Penedès,"7,55",Vino blanco,,
Costers del Sió,Petit Siós Tinto,2020,"3,6",55,España,Costers del Segre,"7,55",Vino tinto,,
Albet i Noya,Curiosa Rosat,2021,"3,8",14,España,Penedès,"7,55",Vino rosado,,
Félix Solís,Medusa Albariño,2020,"3,9",553,España,Rías Baixas,"7,55",Vino blanco,,
Celler Frisach,L'Abrunet Blanc,2021,"3,7",16,España,Terra Alta,"7,56",Vino blanco,,
Celler Frisach,L'Abrunet Negre,2021,"3,6",11,España,Terra Alta,"7,56",Vino tinto,,
Volver,Rafael Cañizares Sauvignon Blanc,2020,"4,0",26,España,Alicante,"7,59",Vino blanco,,
Pandora,Verdejo,2021,"3,8",30,España,Rueda,"7,59",Vino blanco,,
U MES U,Anais Tempranillo - Syrah,2019,"3,8",46,España,Penedès,"7,60",Vino tinto,,
Lomopardo,Mencía,2016,"3,7",27,España,Bierzo,"7,60",Vino tinto,,
Marco Abella,Olbieta Negre,2020,"3,6",25,España,Cataluña,"7,60",Vino tinto,,
Lan,Crianza Rioja,2017,"3,8",2319,España,Rioja,"7,60",Vino tinto,,
Martí Fabra,Claret d'Albera,2020,"3,9",14,España,Empordà,"7,60",Vino rosado,,
Casa Ravella,L'Isard,2020,"3,9",40,España,Penedès,"7,60",Vino tinto,,
Parés Baltà,Penedès Parellada - Xarel-lo - Macabeo Blanc De Pacs,2021,"3,8",47,España,Penedès,"7,60",Vino blanco,,
Marco Abella,Olbieta Blanc,2020,"4,1",45,España,Priorato,"7,60",Vino blanco,,
Casa Ravella,L'Isard,2019,"3,6",16,España,Penedès,"7,60",Vino tinto,,
Telmo Rodriguez,Basa Blanco,2021,"3,8",110,España,Rueda,"7,60",Vino blanco,,
Pago de Cirsus,Chardonnay,2021,"3,7",31,España,Navarra,"7,61",Vino blanco,,
Familia Torres,Gran Coronas Reserva Cabernet Sauvignon,2013,"3,7",4659,España,Penedès,"7,62",Vino tinto,,
Domènech.Vidal,Freyé Syrah - Tempranillo,2019,"3,6",60,España,Penedès,"7,62",Vino tinto,,
Pinna Fidelis,Ribera del Duero Roble,2019,"3,8",690,España,Ribera del Duero,"7,64",Vino tinto,,
Matsu,El Picaro,2021,"3,8",462,España,Toro,"7,65",Vino tinto,,
Martí Fabra,Verd Albera Empordà,2021,"4,1",50,España,Empordà,"7,65",Vino blanco,,
Batán de Salas de Beroz,Nuestro Roble,2020,"4,0",24,España,Somontano,"7,66",Vino tinto,,
Hacienda del Carmen,Tinto,2015,"3,6",51,España,Arlanza,"7,70",Vino tinto,,
Altos de Rioja,Altos R Crianza,2018,"3,6",101,España,Rioja,"7,70",Vino tinto,,
Convento San Francisco,Roble del Convento,2019,"3,7",18,España,Ribera del Duero,"7,70",Vino tinto,,
Bodegas Faustino,Art Collection Garnacha Rosé,2021,"4,1",11,España,Rioja,"7,70",Vino rosado,,
Bodegas Valdemar,Finca del Marquesado Crianza,2017,"3,8",244,España,Rioja,"7,70",Vino tinto,,
Herència Altés,Garnatxa Negra,2019,"3,7",156,España,Terra Alta,"7,70",Vino tinto,,
Bodegas Yzaguirre,Vermouth Rojo,2788,"3,8",256,España,Tarragona,"7,70",Vino fortificado,,
Finca Bacara,Garnacha Rosé,2020,"3,7",25,España,Murcia,"7,70",Vino rosado,,
Pago del Vicario,Blanco de Tempranillo,2019,"3,8",200,España,Castilla,"7,70",Vino blanco,,
Herència Altés,Garnatxa Blanca,2021,"3,6",28,España,Terra Alta,"7,70",Vino blanco,,
Solar Viejo,Crianza,2016,"3,6",817,España,Rioja,"7,70",Vino tinto,,
Palacios Remondo,Rioja La Vendimia,2019,"3,8",1094,España,Rioja,"7,70",Vino tinto,,
Familia Torres,Viña Esmeralda Rosado,2021,"3,8",48,España,Cataluña,"7,71",Vino rosado,,
La Quinta,Batiscafo Garnacha,2020,"4,2",28,España,Castilla y León,"7,72",Vino tinto,,
Vinos del Paseante,La Charla Verdejo,2021,"3,8",14,España,Rueda,"7,73",Vino blanco,,
Marqués de Cáceres,Rioja Fermentado En Barrica Antea,2019,"3,9",56,España,Rioja,"7,74",Vino blanco,,
Peique,Ramón Valle Mencia Crianza,2019,"3,6",30,España,Bierzo,"7,74",Vino tinto,,
Enrique Mendoza,Chardonnay Alicante,2021,"3,8",186,España,Alicante,"7,74",Vino blanco,,
Dehesa de Luna,Rosé,2020,"3,8",15,España,Castilla,"7,74",Vino rosado,,
Palacio de Bornos,Verdejo Fermentado en Barrica,2021,"4,0",36,España,Rueda,"7,75",Vino blanco,,
Raimat,Anima de Raimat Blanco,2021,"3,8",46,España,Costers del Segre,"7,75",Vino blanco,,
Lan,Crianza Rioja,2018,"3,8",1119,España,Rioja,"7,75",Vino tinto,,
Monteabellon,Ribera del Duero 5 Meses en Barrica,2020,"3,8",92,España,Ribera del Duero,"7,75",Vino tinto,,
Valtravieso,Verdejo Rueda Dominio de Nogara,2020,"3,8",83,España,Rueda,"7,75",Vino blanco,,
Bodegas Lleiroso,Luz Millar Roble,2020,"3,7",10,España,Ribera del Duero,"7,75",Vino tinto,,
Equilibrio,9 Monastrell,2017,"3,9",359,España,Murcia,"7,75",Vino tinto,,
Raimat,Anima de Raimat Tinto,2019,"3,8",102,España,Costers del Segre,"7,75",Vino tinto,,
Marqués de Riscal,Arienzo Rioja Crianza,2018,"3,8",443,España,Rioja,"7,75",Vino tinto,,
Analivia,Sauvignon Blanc,2020,"4,0",64,España,Rueda,"7,75",Vino blanco,,
Orto Vins,Les Argiles d'Orto Negre,2021,"3,7",15,España,Montsant,"7,75",Vino tinto,,
Conde de Siruela,Roble,2019,"3,7",67,España,Ribera del Duero,"7,75",Vino tinto,,
Peces de Ciudad,Verdejo,2021,"3,8",25,España,Rueda,"7,80",Vino blanco,,
Cune (CVNE),Roble,2019,"3,7",499,España,Ribera del Duero,"7,80",Vino tinto,,
Estefanía,Tilenus Vendimia Bierzo,2019,"3,7",56,España,Bierzo,"7,80",Vino tinto,,
Parés Baltà,Penedès Parellada - Xarel-lo - Macabeo Blanc De Pacs,2019,"3,8",145,España,Penedès,"7,80",Vino blanco,,
La Mejorada,Villalar,2015,"3,8",16,España,Castilla y León,"7,80",Vino tinto,,
Bodegas Fin de Siglo,XIII Lunas (Crianza) Rioja,2016,"3,7",164,España,Rioja,"7,80",Vino tinto,,
Carchelo,Carchelo (C),2019,"3,9",64,España,Jumilla,"7,80",Vino tinto,,
Luzon,Colección Roble,2020,"3,9",18,España,Jumilla,"7,80",Vino tinto,,
Finca Torremilanos,Montecastrillo Tinto,2020,"3,7",137,España,Ribera del Duero,"7,80",Vino tinto,,
Abadal,Blanc,2021,"3,8",69,España,Pla de Bages,"7,80",Vino blanco,,
Bodega Pirineos,3404 Tuca d'Aneto Crianza,2019,"3,7",20,España,Somontano,"7,80",Vino tinto,,
Bodegas Argüeso,San León,9884,"3,6",306,España,Manzanilla,"7,80",Vino fortificado,,
Parés Baltà,Penedès Parellada - Xarel-lo - Macabeo Blanc De Pacs,2020,"3,9",96,España,Penedès,"7,80",Vino blanco,,
Bodegas Vallobera,Crianza Rioja,2019,"3,7",47,España,Rioja,"7,80",Vino tinto,,
Luna Beberide,Godello Bierzo LB,2021,"3,7",87,España,Bierzo,"7,80",Vino blanco,,
Toro Albalá,Dos Claveles Blanco,2020,"3,7",72,España,Montilla-Moriles,"7,80",Vino fortificado,,
Morca,Flor de Morca,2021,"4,1",59,España,Campo de Borja,"7,80",Vino tinto,,
Celler Xavier Clua,Mas d'en Pol White,2021,"3,8",34,España,Terra Alta,"7,80",Vino blanco,,
Orto Vins,Les Argiles d'Orto Blanc,2019,"3,6",21,España,Montsant,"7,80",Vino blanco,,
Bracamonte,Roble,2018,"3,6",49,España,Ribera del Duero,"7,80",Vino tinto,,
Angel Lorenzo Cachazo,Martivilli Sauvignon Blanc Rueda,2021,"4,1",14,España,Rueda,"7,80",Vino blanco,,
Pinord,Penedès Gewürztraminer - Muscat Mireia,2021,"4,1",127,España,Penedès,"7,81",Vino blanco,,
Loxarel,Amaltea Tinto,2019,"3,7",70,España,Penedès,"7,85",Vino tinto,,
Baigorri,Rioja Rosado,2020,"3,6",33,España,Rioja,"7,85",Vino rosado,,
Hermanos Lurton,Tempranillo,2019,"3,7",40,España,Toro,"7,85",Vino tinto,,
Mas Vicenç,El Terrat,2021,"3,6",10,España,Tarragona,"7,85",Vino blanco,,
Castell del Remei,Gotim Bru,2019,"3,8",418,España,Costers del Segre,"7,85",Vino tinto,,
Viña Santa Marina,Equus Red Blend,2019,"3,6",10,España,Extremadura,"7,85",Vino tinto,,
Saltimbanqui,Verdejo,2021,"4,2",44,España,Rueda,"7,85",Vino blanco,,
Viña Zorzal,Graciano,2019,"3,6",194,España,Navarra,"7,85",Vino tinto,,
Oller del Mas,Petit Bernat,2021,"3,7",66,España,Pla de Bages,"7,85",Vino tinto,,
Marques de Vitoria,Rioja Crianza,2018,"3,6",204,España,Rioja,"7,85",Vino tinto,,
De Muller,Syrah,2020,"3,6",20,España,Tarragona,"7,85",Vino tinto,,
Abadal,Franc,2020,"3,7",109,España,Pla de Bages,"7,85",Vino tinto,,
Alta Alella,Pansa Blanca,2021,"3,8",71,España,Alella,"7,85",Vino blanco,,
Volver,La Quinta de Rafa,2019,"3,7",130,España,Almansa,"7,86",Vino tinto,,
Abadal,Rosat,2020,"3,7",25,España,Pla de Bages,"7,88",Vino rosado,,
Raimat,Anima de Raimat Blanco,2020,"3,8",336,España,Costers del Segre,"7,89",Vino blanco,,
Abadia de Poblet,Monestir de Poblet Intramurs Tinto,2018,"3,6",322,España,Conca de Barberà,"7,89",Vino tinto,,
Succès,La Cuca de Llum,2020,"3,6",41,España,Conca de Barberà,"7,89",Vino tinto,,
Succès,Experiència Parellada Gastronòmica,2020,"3,7",60,España,Conca de Barberà,"7,89",Vino blanco,,
Abadia de Poblet,Monestir de Poblet Intramurs Blanc,2020,"3,7",28,España,Conca de Barberà,"7,89",Vino blanco,,
Alvear,Palacio Quemado Crianza,2019,"3,9",120,España,Ribera del Guadiana,"7,89",Vino tinto,,
Bodegas Valdelana,AGNVS Tempranillo,2020,"4,0",30,España,Rioja,,Vino tinto,,
Mas Comtal,Rosat de Llàgrima,2020,"3,6",21,España,Penedès,"7,90",Vino rosado,,
Castillo Perelada,Només Garnatxa Blanca,2020,"3,9",146,España,Empordà,"7,90",Vino blanco,,
Obalo,Rioja Rosado,2021,"3,8",10,España,Rioja,"7,90",Vino rosado,,
Comenge,Colección Verdejo,2021,"4,1",24,España,Rueda,"7,90",Vino blanco,,
El Ilusionista,Verdejo,2020,"3,9",26,España,Rueda,"7,90",Vino blanco,,
Marqués de Cáceres,Excellens Rueda Sauvignon Blanc,2021,"3,8",61,España,Rueda,"7,90",Vino blanco,,
Campillo,Fermentado en Barrica Blanco,2020,"4,0",128,España,Rioja,"7,90",Vino blanco,,
Aura,Verdejo Vendimia Nocturna,2020,"3,8",135,España,Rueda,"7,90",Vino blanco,,
Vecrima,Godello,2021,"3,7",10,España,Monterrei,"7,90",Vino blanco,,
Boada,Pepe Yllera,2019,"3,6",57,España,Ribera del Duero,"7,90",Vino tinto,,
Bodega Badiola,Cabezadas Viura,2018,"3,6",126,España,Rioja Alavesa,"7,90",Vino blanco,,
Cuatro Rayas,Verdejo Viñas Viejas 1935,2021,"3,8",38,España,Rueda,"7,90",Vino blanco,,
Tridente,Entresuelos Tempranillo,2018,"3,8",18,España,Castilla y León,"7,90",Vino tinto,,
Altos de Torona,Torre de Ermelo Albariño,2019,"3,7",73,España,Rías Baixas,"7,90",Vino blanco,,
Montecillo,Rioja Blanco,2021,"3,9",17,España,Rioja,"7,90",Vino blanco,,
Más Que Vinos,Ercavio Tempranillo Roble,2016,"3,8",413,España,Castilla,"7,90",Vino tinto,,
Bodegas del Rosario,Bullas Cuatro Las Reñas,2019,"3,9",42,España,Bullas,"7,90",Vino tinto,,
Pasión,Bobal,2017,"3,8",425,España,Utiel-Requena,"7,90",Vino tinto,,
Bodega Jesus Romero,Rubus,2020,"3,6",32,España,Aragón,"7,90",Vino tinto,,
Vins del Tros,Te La Dedico,2020,"3,9",14,España,Tarragona,"7,90",Vino blanco,,
Pazos del Rey,Pazo de Monterrey Godello,2021,"3,9",38,España,Monterrei,"7,90",Vino blanco,,
Ermita del Conde,El Vuelo,2016,"3,7",45,España,Castilla y León,"7,90",Vino tinto,,
Castillo Perelada,Només Garnatxa Negra,2020,"3,6",76,España,Empordà,"7,90",Vino tinto,,
Bodegas Arraez,Cava Sutra Brut,8070,"3,7",529,España,Cava,"7,90",Vino espumoso,,
Aura,Verdejo Vendimia Nocturna,2021,"4,0",66,España,Rueda,"7,90",Vino blanco,,
Eguía,Reserva Rioja,2016,"3,7",240,España,Rioja,"7,90",Vino tinto,,
Irache,Crianza,2017,"3,7",109,España,Navarra,"7,90",Vino tinto,,
Marqués de Riscal,Arienzo Rioja Crianza,2016,"3,7",3172,España,Rioja,"7,90",Vino tinto,,
Bodega Cerrón,Todo Sobre Mi Chardonnay,2021,"3,8",76,España,Jumilla,"7,90",Vino blanco,,
Delgado Zuleta,B.Rodríguez La-Cave Manzanilla Barbiana,4902,"3,7",322,España,Manzanilla,"7,90",Vino fortificado,,
Bodega Badiola,Laderas Tempranillo,2018,"3,8",352,España,Rioja Alavesa,"7,90",Vino tinto,,
Estefanía,Tilenus Vendimia Bierzo,2020,"3,7",14,España,Bierzo,"7,90",Vino tinto,,
Cuatro Rayas,Tempranillo Roble,2019,"3,7",30,España,Ribera del Duero,"7,90",Vino tinto,,
Jordi Oliver Conti,Petardo,2018,"3,8",14,España,Empordà,"7,90",Vino tinto,,
Alan de Val,Mencía,2020,"3,8",25,España,Valdeorras,"7,90",Vino tinto,,
Vinessens - Casa Balaguer,La Casica del Abuelo,2020,"3,8",17,España,Alicante,"7,90",Vino tinto,,
Winery Arts,Squared Three (Tres al Cuadrado),2016,"3,6",73,España,Ribera del Queiles,"7,90",Vino tinto,,
Hijos de Alberto Gutiérrez,Verdejo Ecologico,2020,"3,7",73,España,Rueda,"7,90",Vino blanco,,
Burgo Viejo,Rioja Blanco,2018,"3,7",64,España,Rioja,"7,90",Vino blanco,,
Briego,Vendimia Seleccionada,2020,"4,2",46,España,Ribera del Duero,"7,90",Vino tinto,,
Parés Baltà,Mas Petit,2018,"3,6",59,España,Penedès,"7,90",Vino tinto,,
Casa Rojo,Musso de Casarojo Monastrell,2019,"3,7",94,España,Murcia,"7,90",Vino tinto,,
Altos de Torona,Torre de Ermelo Albariño,2020,"3,6",29,España,Rías Baixas,"7,90",Vino blanco,,
Espelt,Coralí,2020,"3,9",39,España,Empordà,"7,90",Vino rosado,,
Lecco,Roble Ribera del Duero,2020,"3,6",17,España,Ribera del Duero,"7,90",Vino tinto,,
Bodegas Care,Crianza Tempranillo - Merlot,2018,"3,9",377,España,Cariñena,"7,90",Vino tinto,,
Protos,Aire de Protos,2021,"3,6",103,España,Cigales,"7,90",Vino rosado,,
Bodega Luzdivina Amigo,Viñademoya Centenaria Mencía Crianza,2019,"3,8",183,España,Bierzo,"7,90",Vino tinto,,
Álvarez y Díez,Mantel Blanco Verdejo,2021,"3,9",84,España,Rueda,"7,90",Vino blanco,,
Dominio de Tares,El Paisano de Tares,2020,"3,7",234,España,Bierzo,"7,90",Vino tinto,,
Lynus,Infante,2020,"4,1",24,España,Ribera del Duero,"7,90",Vino tinto,,
Bodegas Pedro Escudero,Finca Valdelagunde Cuveé Especial,2021,"4,1",196,España,Castilla y León,,Vino blanco,,
Bodegas Pedro Escudero,Finca Valdelagunde Cuveé Especial,2021,"4,1",196,España,Castilla y León,,Vino blanco,,
Can Blau,Blau,2018,"3,8",1687,España,Montsant,"7,90",Vino tinto,,
Pascona,La Germana de Pascona,2019,"3,7",13,España,Cataluña,"7,90",Vino blanco,,
Pagos del Moncayo,Prados Fusión Garnacha - Syrah,2020,"3,8",125,España,Campo de Borja,"7,92",Vino tinto,,
Tomàs Cusiné,Llebre,2018,"3,7",540,España,Costers del Segre,"7,93",Vino tinto,,
Izadi,Larrosa Negra,2020,"3,9",12,España,Rioja,"7,93",Vino tinto,,
Viña Pomal,Crianza,2019,"3,7",87,España,Rioja,"7,94",Vino tinto,,
Roig Parals,Mallolet Tinto,2019,"3,8",33,España,Empordà,"7,95",Vino tinto,,
Marqués de la Concordia,Crianza Rioja,2016,"3,9",1081,España,Rioja,"7,95",Vino tinto,,
Marqués de la Concordia,Crianza Rioja,2018,"3,8",107,España,Rioja,"7,95",Vino tinto,,
Montecillo,Rioja Blanco,2020,"3,9",55,España,Rioja,"7,95",Vino blanco,,
Dominio de Tares,La Sonrisa de Tares Godello Bierzo,2021,"3,7",28,España,Bierzo,"7,95",Vino blanco,,
Sospechoso,Bianco,2019,"3,8",14,España,Castilla,"7,95",Vino blanco,,
Luberri,Seis de Luberri Rioja,2020,"3,8",13,España,Rioja,"7,95",Vino tinto,,
Equilibrio,9 Monastrell,2019,"3,8",107,España,Murcia,"7,95",Vino tinto,,
Montecillo,Rioja Crianza,2017,"3,7",1215,España,Rioja,"7,95",Vino tinto,,
Pinord,Clos de Torribas Penedès Reserva Tempranillo,2017,"3,9",37,España,Penedès,"7,95",Vino tinto,,
Campo Viejo,Cava Gran Brut Reserva,3999,"3,6",10378,España,Cava,"7,95",Vino espumoso,,
